1.0 , 1.0 , 2030.0 , 8.0 , 2.3 , 19.4 , 17.5 , 144.7 , 47.5
2.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
3.0 , 1.0 , 2030.0 , 0.0 , 1.5 , 0.0 , 0.0 , 0.0 , 0.0
4.0 , 1.0 , 2030.0 , 0.6 , 79.5 , 6.7 , 0.5 , 0.2 , 20.1
5.0 , 1.0 , 2030.0 , 0.3 , 89.7 , 40.9 , 0.0 , 0.3 , 1.1
6.0 , 1.0 , 2030.0 , 0.0 , 1.0 , 0.0 , 0.0 , 0.0 , 0.0
7.0 , 1.0 , 2030.0 , 0.0 , 9.9 , 0.0 , 0.0 , 0.0 , 0.0
8.0 , 1.0 , 2030.0 , 0.3 , 81.0 , 60.1 , 0.0 , 0.1 , 5.8
9.0 , 1.0 , 2030.0 , 0.0 , 3.3 , 4.2 , 0.0 , 0.0 , 0.0
10.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
11.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 2.8 , 0.0 , 1.9
12.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.3 , 0.1
13.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
14.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
15.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
16.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
17.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
18.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
19.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
20.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
21.0 , 1.0 , 2030.0 , 0.0 , 1.4 , 0.0 , 0.0 , 0.0 , 0.0
22.0 , 1.0 , 2030.0 , 0.5 , 69.7 , 36.6 , 6.4 , 7.7 , 10.1
23.0 , 1.0 , 2030.0 , 0.0 , 24.9 , 13.9 , 0.0 , 3.9 , 0.6
24.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
25.0 , 1.0 , 2030.0 , 86.2 , 276.5 , 122.8 , 435.4 , 1154.4 , 1099.2
26.0 , 1.0 , 2030.0 , 112.8 , 28.6 , 211.2 , 59.9 , 27.1 , 352.9
27.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
28.0 , 1.0 , 2030.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
